AZ,Prescott,"

Prescott Presbyterian Church, Orthodox Presbyterian Church  (March 3, 1996– )
137 N. Marina Street
Pastors: Gary Findley, 1996–97
Charles Perkins, 1998–
Supply: Charles Perkins, 1997–98
Assoc. Pastor: Brian D. Chang, 2011–15
","- name: Prescott Presbyterian Church
  origination_date: 1996-03-03
  names:
    - name: Prescott Presbyterian Church
      start: 1996-03-03
      end:
  status:
    - active: true
  location:
    address: 137 N. Marina Street
    city: Prescott
    state: AZ
  minister:
    - name: Gary Findley
      start: 1996-03-03
      end: 1997-01-01
      type: Pastor
    - name: Charles Perkins
      start: 1998-01-01
      end:
      type: Pastor
    - name: Charles Perkins
      start: 1997-01-01
      end: 1998-01-01
      type: Supply Pastor
    - name: Brian D. Chang
      start: 2011-01-01
      end: 2015-01-01
      type: Associate Pastor
  raw_data: |
    AZ
    Prescott
    Prescott Presbyterian Church, Orthodox Presbyterian Church  (March 3, 1996– )
    137 N. Marina Street
    Pastors: Gary Findley, 1996–97
    Charles Perkins, 1998–
    Supply: Charles Perkins, 1997–98
    Assoc. Pastor: Brian D. Chang, 2011–15"
AZ,Tucson,"

Covenant Orthodox Presbyterian mission work (2011–December 15, 2013)
Covenant Orthodox Presbyterian Church  (December 15, 2013– )
Desert Valley Adventist Church, 1200 N. Santa Rosa Avenue
Org. Pastor: Christopher J. Chelpka, 2011–13
Pastor: Christopher J. Chelpka, 2013–
","- name: Covenant Orthodox Presbyterian Church
  origination_date: 2013-12-15
  names:
    - name: Covenant Orthodox Presbyterian mission work
      start: 2011-01-01
      end: 2013-12-15
    - name: Covenant Orthodox Presbyterian Church
      start: 2013-12-15
  status:
    - active: true
  location:
    address: 1200 N. Santa Rosa Avenue
    city: Tucson
    state: AZ
  minister:
    - name: Christopher J. Chelpka
      start: 2011-01-01
      end: 2013-12-15
      type: Organizing Pastor
    - name: Christopher J. Chelpka
      start: 2013-12-15
      type: Pastor
  raw_data: |
    AZ    Tucson

    Covenant Orthodox Presbyterian mission work (2011–December 15, 2013)
    Covenant Orthodox Presbyterian Church  (December 15, 2013– )
    Desert Valley Adventist Church, 1200 N. Santa Rosa Avenue
    Org. Pastor: Christopher J. Chelpka, 2011–13
    Pastor: Christopher J. Chelpka, 2013–"
AZ,Yuma,"

Yuma Orthodox Presbyterian Church (February 6, 2015– )
Yuma Community Food Bank, 2404 E. 24th Street
","- name: Yuma Orthodox Presbyterian Church
  origination_date: 2015-02-06
  status:
    - active: true
  location:
    address: 2404 E. 24th Street
    city: Yuma
    state: AZ
  minister: []
  raw_data: |
    AZ Yuma
    Yuma Orthodox Presbyterian Church (February 6, 2015– )
    Yuma Community Food Bank, 2404 E. 24th Street"
AR,Bentonville,"


Christ Reformed Presbyterian mission work (September 12, 1998–May 11, 2002)
Org. Pastor: James B. Hollis, 1998–2002
","- name: Christ Reformed Presbyterian mission work
  origination_date: 1998-09-12
  status:
    - active: false
    - end_date: 2002-05-11
  location:
    city: Bentonville
    state: AR
  minister:
    - name: James B. Hollis
      start: 1998-01-01
      end: 2002-01-01
      type: Organizing Pastor
  raw_data: |
    AR Bentonville
    Christ Reformed Presbyterian mission work (September 12, 1998–May 11, 2002)
    Org. Pastor: James B. Hollis, 1998–2002"
AR,Anaheim,"

Theophilus Orthodox Presbyterian Mission  (October 21, 1995–December 3, 2000)
Theophilus Orthodox Presbyterian Church  (December 3, 2000– )
2660 W. Woodland Dr. Ste. 140
Org. Pastor: Yong Kim, 1999–2000
Pastors: Yong Kim, 2000–2006
Yousik Hong, 2005–
Assoc. Pastors: Yousik Hong, 2003–5
Yong Kim, 2006–9
","- name: Theophilus Orthodox Presbyterian Church
  origination_date: 2000-12-03
  names:
   - name: Theophilus Orthodox Presbyterian Mission
     start: 1995-10-21
     end: 2000-12-03
   - name: Theophilus Orthodox Presbyterian Church
     start: 2000-12-03
     end:
  status:
    - active: true
  location:
    address: 2660 W. Woodland Dr. Ste. 140
    city: Anaheim
    state: CA
  minister:
    - name: Yong Kim
      start: 1999-01-01
      end: 2000-01-01
      type: Organizing Pastor
    - name: Yong Kim
      start: 2000-01-01
      end: 2006-01-01
      type: Pastor
    - name: Yousik Hong
      start: 2005-01-01
      end:
      type: Pastor
    - name: Yousik Hong
      start: 2003-01-01
      end: 2005-01-01
      type: Associate Pastor
    - name: Yong Kim
      start: 2006-01-01
      end: 2009-01-01
      type: Associate Pastor
  raw_data: |
    AR
    Anaheim
    Theophilus Orthodox Presbyterian Mission  (October 21, 1995–December 3, 2000)
    Theophilus Orthodox Presbyterian Church  (December 3, 2000– )
    2660 W. Woodland Dr. Ste. 140
    Org. Pastor: Yong Kim, 1999–2000
    Pastors: Yong Kim, 2000–2006
    Yousik Hong, 2005–
    Assoc. Pastors: Yousik Hong, 2003–5
    Yong Kim, 2006–9"
AR,Anaheim Hills,"

Anaheim Hills Presbyterian Church  (2014– )
East Anaheim Community Center, 8201 E. Santa Ana Canyon Road
Org. Pastor: Christopher D. Hartshorn, 2014–
","- name: Anaheim Hills Presbyterian Church
  origination_date: 2014-01-01
  names:
    - name: Anaheim Hills Presbyterian Church
      start: 2014-01-01
      end:
  status:
    - active: true
  location:
    address: East Anaheim Community Center, 8201 E. Santa Ana Canyon Road
    city: Anaheim Hills
    state: CA
  minister:
    - name: Christopher D. Hartshorn
      start: 2014-01-01
      end:
      type: Organizing Pastor
  raw_data: |
    AR
    Anaheim Hills
    Anaheim Hills Presbyterian Church  (2014– )
    East Anaheim Community Center, 8201 E. Santa Ana Canyon Road
    Org. Pastor: Christopher D. Hartshorn, 2014–"
AR,Artesia,"

Cerritos Valley Orthodox Presbyterian Church  (December 5, 1976–May 23, 1989)
(transferred to the Presbyterian Church in America, May 23, 1989)
Pastors: Robert Newsom, 1976–78
Dominic Aquila, 1978–83
Dana Casey, 1984–87
Assoc. Pastors: Stephen Williams, 1981–89
Mark House, 1982–83
","- name: Cerritos Valley Orthodox Presbyterian Church
  origination_date: 1976-12-05
  withdrawal_to: Presbyterian Church in America
  status:
    - active: false
    - reason: transfer
    - withdrawal_to: Presbyterian Church in America
    - end_date: 1989-05-23
  location:
    city:  Artesia
    state:  CA
  minister:
    - name: Robert Newsom
      start: 1976-12-05
      end: 1978-01-01
      type: Pastor
    - name: Dominic Aquila
      start: 1978-01-01
      end: 1983-01-01
      type: Pastor
    - name: Dana Casey
      start: 1984-01-01
      end: 1987-01-01
      type: Pastor
    - name: Stephen Williams
      start: 1981-01-01
      end: 1989-05-23
      type: Associate Pastor
    - name: Mark House
      start: 1982-01-01
      end: 1983-01-01
      type: Associate Pastor
  raw_data: |
    AR Artesia

    Cerritos Valley Orthodox Presbyterian Church  (December 5, 1976–May 23, 1989)
    (transferred to the Presbyterian Church in America, May 23, 1989)
    Pastors: Robert Newsom, 1976–78
    Dominic Aquila, 1978–83
    Dana Casey, 1984–87
    Assoc. Pastors: Stephen Williams, 1981–89
    Mark House, 1982–83"
AR,Berkeley,"

Covenant Orthodox Presbyterian Church  (October 21, 1936– )
1623 University Avenue
Pastors: Robert Churchill, 1937–48
Robert Graham, 1949–55
Richard Lewis, 1957–2001
Wayne Forkner, 2001–
","- name: Covenant Orthodox Presbyterian Church
  origination_date: 1936-10-21
  names:
    - name: Covenant Orthodox Presbyterian Church
      start: 1936-10-21
      end:
  status:
    - active: true
  location:
    address: 1623 University Avenue
    city: Berkeley
    state: CA
  minister:
    - name: Robert Churchill
      start: 1937-01-01
      end: 1948-01-01
      type: Pastor
    - name: Robert Graham
      start: 1949-01-01
      end: 1955-01-01
      type: Pastor
    - name: Richard Lewis
      start: 1957-01-01
      end: 2001-01-01
      type: Pastor
    - name: Wayne Forkner
      start: 2001-01-01
      end:
      type: Pastor
  raw_data: |
    California
    Berkeley
    Covenant Orthodox Presbyterian Church  (October 21, 1936– )
    1623 University Avenue
    Pastors: Robert Churchill, 1937–48
    Robert Graham, 1949–55
    Richard Lewis, 1957–2001
    Wayne Forkner, 2001–"
AR,Big Bear Lake,"

Big Bear Valley Orthodox Presbyterian Chapel  (February 3, 2006–September 6, 2015)
Org. Pastor: Alan Pontier, 2006–15
","- name: Big Bear Valley Orthodox Presbyterian Chapel
  origination_date: 2006-02-03
  status:
    - active: false
    - end_date: 2015-09-06
  location:
    address: Big Bear Lake
    city: Big Bear Lake
    state: CA
  minister:
    - name: Alan Pontier
      start: 2006-02-03
      end: 2015-09-06
      type: Organizing Pastor
  raw_data: |
    AR
    Big Bear Lake
    Big Bear Valley Orthodox Presbyterian Chapel  (February 3, 2006–September 6, 2015)
    Org. Pastor: Alan Pontier, 2006–15"
AR,Bonita,"

Bonita Orthodox Presbyterian Church  (September 12, 1973– )
5111 Central Avenue
Pastors: John Garrisi, 1973–78
Donald Duff, 1978–80
John Toews, 1982–84
John Garrisi, 1985–90
Michael Dengerink, 1992–2001
Stephen Parker, 2002–
","- name: Bonita Orthodox Presbyterian Church
  origination_date: 1973-09-12
  names:
    - name: Bonita Orthodox Presbyterian Church
      start: 1973-09-12
      end:
  status:
    - active: true
  location:
    address: 5111 Central Avenue
    city: Bonita
    state: CA
  minister:
    - name: John Garrisi
      start: 1973-01-01
      end: 1978-01-01
      type: Pastor
    - name: Donald Duff
      start: 1978-01-01
      end: 1980-01-01
      type: Pastor
    - name: John Toews
      start: 1982-01-01
      end: 1984-01-01
      type: Pastor
    - name: John Garrisi
      start: 1985-01-01
      end: 1990-01-01
      type: Pastor
    - name: Michael Dengerink
      start: 1992-01-01
      end: 2001-01-01
      type: Pastor
    - name: Stephen Parker
      start: 2002-01-01
      end:
      type: Pastor
  raw_data: |
    AR
    Bonita
    Bonita Orthodox Presbyterian Church  (September 12, 1973– )
    5111 Central Avenue
    Pastors: John Garrisi, 1973–78
    Donald Duff, 1978–80
    John Toews, 1982–84
    John Garrisi, 1985–90
    Michael Dengerink, 1992–2001
    Stephen Parker, 2002–"
AR,Capistrano Beach,"

Trinity Presbyterian Chapel  (May 5, 2012– )
Palisades Elementary School, 26462 Via Sacramento
Org. Pastor: Jonathan B. Moersch, 2012–
","- name: Trinity Presbyterian Chapel
  origination_date: 2012-05-05
  status:
    - active: true
  location:
    address: 26462 Via Sacramento
    city: Capistrano Beach
    state: CA
  minister:
    - name: Jonathan B. Moersch
      start: 2012-05-05
      type: Organizing Pastor
  raw_data: |
    AR
    Capistrano Beach
    Trinity Presbyterian Chapel  (May 5, 2012– )
    Palisades Elementary School, 26462 Via Sacramento
    Org. Pastor: Jonathan B. Moersch, 2012–"
AR,Carson,"

Grace Orthodox Presbyterian Church  (May 21, 1942– )
22511 South Figueroa Street
Pastors: Floyd Hamilton, 1942–43
Robert Graham, 1943–49
David Calderwood, 1949–62
William Bomer, 1962–68
Calvin Malcor, 1969–71
Bruce Coie, 1972–76
Arthur Ames, 1976–83
Rollin Keller, 1983–2003
Dale Hanaoka, 2005–8
Joshua P. Lyon, 2013–
","- name: Grace Orthodox Presbyterian Church
  origination_date: 1942-05-21
  names:
    - name: Grace Orthodox Presbyterian Church
      start: 1942-05-21
      end: null
  status:
    - active: true
    - reason: null
    - withdrawal_to: null
    - end_date: null
  location:
    address: 22511 South Figueroa Street
    city: Carson
    state: CA
  minister:
    - name: Floyd Hamilton
      start: 1942-05-21
      end: 1943-01-01
      type: Pastor
    - name: Robert Graham
      start: 1943-01-01
      end: 1949-01-01
      type: Pastor
    - name: David Calderwood
      start: 1949-01-01
      end: 1962-01-01
      type: Pastor
    - name: William Bomer
      start: 1962-01-01
      end: 1968-01-01
      type: Pastor
    - name: Calvin Malcor
      start: 1969-01-01
      end: 1971-01-01
      type: Pastor
    - name: Bruce Coie
      start: 1972-01-01
      end: 1976-01-01
      type: Pastor
    - name: Arthur Ames
      start: 1976-01-01
      end: 1983-01-01
      type: Pastor
    - name: Rollin Keller
      start: 1983-01-01
      end: 2003-01-01
      type: Pastor
    - name: Dale Hanaoka
      start: 2005-01-01
      end: 2008-01-01
      type: Pastor
    - name: Joshua P. Lyon
      start: 2013-01-01
      end: null
      type: Pastor
  raw_data: |
    AR    Carson

    Grace Orthodox Presbyterian Church  (May 21, 1942– )
    22511 South Figueroa Street
    Pastors: Floyd Hamilton, 1942–43
    Robert Graham, 1943–49
    David Calderwood, 1949–62
    William Bomer, 1962–68
    Calvin Malcor, 1969–71
    Bruce Coie, 1972–76
    Arthur Ames, 1976–83
    Rollin Keller, 1983–2003
    Dale Hanaoka, 2005–8
    Joshua P. Lyon, 2013–"
AR,Chula Vista,"

Bayview Orthodox Presbyterian Church  (April 23, 1958– )
505 East Naples Street
Pastors: Jack Peterson, 1958–60
Robert Graham, 1961–70
Eugene Saltzen, 1970–71
John Johnston, 1972–73
Larry Conard, 1973–77
Lewis Ruff, 1977–82
Roger Wagner, 1983–
Assoc. Pastors: Mark Maliepard, 1982–86
Vincent Ortiz, 1984–85
Gregory Bahnsen, 1992–95
Robert Needham, 1992–93
George Scipione, 1992–2006
Kenneth Gentry Jr, 1997–98
","- name: Bayview Orthodox Presbyterian Church
  origination_date: 1958-04-23
  names:
    - name: Bayview Orthodox Presbyterian Church
      start: 1958-04-23
  status:
    - active: true
  location:
    address: 505 East Naples Street
    city: Chula Vista
    state: CA
  minister:
    - name: Jack Peterson
      start: 1958-01-01
      end: 1960-01-01
      type: Pastor
    - name: Robert Graham
      start: 1961-01-01
      end: 1970-01-01
      type: Pastor
    - name: Eugene Saltzen
      start: 1970-01-01
      end: 1971-01-01
      type: Pastor
    - name: John Johnston
      start: 1972-01-01
      end: 1973-01-01
      type: Pastor
    - name: Larry Conard
      start: 1973-01-01
      end: 1977-01-01
      type: Pastor
    - name: Lewis Ruff
      start: 1977-01-01
      end: 1982-01-01
      type: Pastor
    - name: Roger Wagner
      start: 1983-01-01
      type: Pastor
    - name: Mark Maliepard
      start: 1982-01-01
      end: 1986-01-01
      type: Associate Pastor
    - name: Vincent Ortiz
      start: 1984-01-01
      end: 1985-01-01
      type: Associate Pastor
    - name: Gregory Bahnsen
      start: 1992-01-01
      end: 1995-01-01
      type: Associate Pastor
    - name: Robert Needham
      start: 1992-01-01
      end: 1993-01-01
      type: Associate Pastor
    - name: George Scipione
      start: 1992-01-01
      end: 2006-01-01
      type: Associate Pastor
    - name: Kenneth Gentry Jr
      start: 1997-01-01
      end: 1998-01-01
      type: Associate Pastor
  raw_data: |
    California Chula Vista
    Bayview Orthodox Presbyterian Church (April 23, 1958– )
    505 East Naples Street
    Pastors: Jack Peterson, 1958–60
    Robert Graham, 1961–70
    Eugene Saltzen, 1970–71
    John Johnston, 1972–73
    Larry Conard, 1973–77
    Lewis Ruff, 1977–82
    Roger Wagner, 1983–
    Assoc. Pastors: Mark Maliepard, 1982–86
    Vincent Ortiz, 1984–85
    Gregory Bahnsen, 1992–95
    Robert Needham, 1992–93
    George Scipione, 1992–2006
    Kenneth Gentry Jr, 1997–98"
AR,Costa Mesa,"

Grace Orthodox Presbyterian Church  (July 19, 1998– )
Costa Mesa Seventh-day Adventist Church, 271 Avocado Street
Pastors: Kenneth Gentry, 1998–2001
Michael Pasarilla, 2004–11
David L. Thibault, 2015–
","---
- name: Grace Orthodox Presbyterian Church
  origination_date: 1998-07-19
  names:
    - name: Grace Orthodox Presbyterian Church
      start: 1998-07-19
      end:
  status:
    - active: true
    - reason:
    - withdrawal_to:
    - end_date:
  location:
    address: 271 Avocado Street
    city: Costa Mesa
    state: CA
  minister:
    - name: Kenneth Gentry
      start: 1998-01-01
      end: 2001-01-01
      type: Pastor
    - name: Michael Pasarilla
      start: 2004-01-01
      end: 2011-01-01
      type: Pastor
    - name: David L. Thibault
      start: 2015-01-01
      end: null
      type: Pastor
  raw_data: |
    AR	Costa Mesa
    Grace Orthodox Presbyterian Church  (July 19, 1998– )
    Costa Mesa Seventh-day Adventist Church, 271 Avocado Street
    Pastors: Kenneth Gentry, 1998–2001
    Michael Pasarilla, 2004–11
    David L. Thibault, 2015–"
AR,Encinitas,"

Orthodox Presbyterian Chapel  (1980–81)
","- name: Orthodox Presbyterian Chapel
  origination_date: 1980-01-01
  names:
    - name: Orthodox Presbyterian Chapel
      start: 1980-01-01
      end: 1981-01-01
  status:
    - active: false
    - end_date: 1981-01-01
  location:
    address:
    city: Encinitas
    state: CA
  raw_data: |
    California
    Encinitas
    Orthodox Presbyterian Chapel  (1980–81)"
AR,Escondido,"

Escondido Orthodox Presbyterian mission work  (October 19, 2001–June 3, 2006)
Escondido Orthodox Presbyterian Church  (June 3, 2006– )
Meeting at Westminster Seminary California, 1725 Bear Valley Parkway
Org. Pastor: Zachary Keele, 2004–6
Pastor: Zachary Keele, 2006–
","- name: Escondido Orthodox Presbyterian Church
  origination_date: 2006-06-03
  names:
    - name: Escondido Orthodox Presbyterian mission work
      start: 2001-10-19
      end: 2006-06-03
    - name: Escondido Orthodox Presbyterian Church
      start: 2006-06-03
  location:
    address: 1725 Bear Valley Parkway
    city: Escondido
    state: CA
  minister:
    - name: Zachary Keele
      start: 2004-01-01
      end: 2006-06-03
      type: Organizing Pastor
    - name: Zachary Keele
      start: 2006-06-03
      type: Pastor
  raw_data: |
    AR Escondido

    Escondido Orthodox Presbyterian mission work  (October 19, 2001–June 3, 2006)
    Escondido Orthodox Presbyterian Church  (June 3, 2006– )
    Meeting at Westminster Seminary California, 1725 Bear Valley Parkway
    Org. Pastor: Zachary Keele, 2004–6
    Pastor: Zachary Keele, 2006–"
AR,Escondido,"
New Life Orthodox Presbyterian Church  (February 7, 1981–January 31, 1989)
(transferred to the Presbyterian Church in America, January 31, 1989)
Pastor: Richard Kaufmann, 1981–89
Assoc. Pastor: Douglass Swagerty, 1984–85
","- name: New Life Orthodox Presbyterian Church
  origination_date: 1981-02-07
  status:
    - active: false
    - reason: transferred
    - withdrawal_to: Presbyterian Church in America
    - end_date: 1989-01-31
  location:
    city:  Escondido
    state:  CA
  minister:
    - name: Richard Kaufmann
      start: 1981-01-01
      end: 1989-01-01
      type: Pastor
    - name: Douglass Swagerty
      start: 1984-01-01
      end: 1985-01-01
      type: Associate Pastor
  raw_data: |
    AR Escondido
    New Life Orthodox Presbyterian Church  (February 7, 1981–January 31, 1989)
    (transferred to the Presbyterian Church in America, January 31, 1989)
    Pastor: Richard Kaufmann, 1981–89
    Assoc. Pastor: Douglass Swagerty, 1984–85"
